date,firm,n,sd,source,FDP,GRUENE,LINKE,others,SPD,Union,AfD
2012-01-26,"FG Wahlen",1262,0.026,NA,3,16,7,3,30,36,
2012-01-27,Forsa,2502,0.019,NA,3,15,8,4,27,36,
2012-02-01,Emnid,3237,0.016,NA,3,14,7,5,28,35,
2012-02-03,Forsa,2500,0.019,NA,3,13,8,4,27,38,
2012-02-08,Emnid,2804,0.018,NA,3,14,8,5,27,36,
2012-02-09,"FG Wahlen",1272,0.027,NA,3,14,7,4,29,37,
2012-02-10,Forsa,2503,0.019,NA,2,13,9,5,26,38,
2012-02-15,Emnid,2760,0.018,NA,3,14,7,4,28,35,
2012-02-16,Allensbach,1761,0.022,NA,4.5,15.5,7.5,3.5,28,36,
2012-02-17,Forsa,2503,0.019,NA,2,15,8,4,25,38,
2012-02-22,Emnid,2336,0.019,NA,3,15,8,3,27,35,
2012-02-24,Forsa,2502,0.019,NA,3,14,8,4,26,38,
2012-02-29,Emnid,2312,0.019,NA,3,14,7,4,28,35,
2012-03-02,Forsa,2506,0.019,NA,3,15,8,4,26,37,
2012-03-07,Emnid,2770,0.018,NA,3,14,7,4,28,36,
2012-03-08,"FG Wahlen",1246,0.027,NA,3,14,7,4,30,36,
2012-03-09,Forsa,2506,0.019,NA,3,15,9,4,26,36,
2012-03-14,Emnid,2736,0.018,NA,4,14,8,4,27,35,
2012-03-15,Allensbach,1613,0.023,NA,3.5,16,7,3.5,30,35,
2012-03-16,Forsa,2504,0.019,NA,3,15,9,5,26,36,
2012-03-21,Emnid,2774,0.018,NA,4,15,7,4,28,35,
2012-03-23,Forsa,2503,0.019,NA,4,14,9,4,26,36,
2012-03-28,Emnid,1845,0.022,NA,4,13,7,4,27,36,
2012-03-29,"FG Wahlen",1271,0.026,NA,3,14,7,3,29,36,
2012-03-30,Forsa,2503,0.019,NA,3,13,9,3,25,35,
2012-04-04,Forsa,2007,0.021,NA,5,11,8,3,24,36,
2012-04-04,Emnid,2804,0.018,NA,4,13,7,4,26,36,
2012-04-11,Emnid,1871,0.022,NA,4,12,7,4,26,35,
2012-04-13,Forsa,2001,0.021,NA,5,12,7,3,25,35,
2012-04-13,Allensbach,1597,0.023,NA,3.5,14,7,3,28,34.5,
2012-04-18,Emnid,2768,0.018,NA,4,13,7,3,27,34,
2012-04-20,Forsa,2505,0.019,NA,5,12,7,4,24,35,
2012-04-26,"FG Wahlen",1254,0.026,NA,3,14,6,4,29,35,
2012-04-26,Emnid,2742,0.018,NA,5,13,7,3,26,35,
2012-04-27,Forsa,2510,0.019,NA,4,12,8,4,25,36,
2012-05-02,Emnid,3195,0.016,NA,5,13,7,3,27,34,
2012-05-04,Forsa,2001,0.021,NA,4,13,7,3,26,36,
2012-05-09,Emnid,3684,0.015,NA,4,13,7,4,27,34,
2012-05-11,Forsa,2501,0.019,NA,5,13,6,3,26,35,
2012-05-15,"FG Wahlen",1053,0.029,NA,4,13,5,4,30,35,
2012-05-15,Emnid,2287,0.02,NA,5,12,6,4,27,35,
2012-05-18,Forsa,2002,0.02,NA,6,13,6,4,27,31,
2012-05-19,Allensbach,1608,0.023,NA,4.5,14,5.5,3.5,30,35.5,
2012-05-23,Emnid,2248,0.019,NA,6,12,6,3,30,32,
2012-05-24,"FG Wahlen",1312,0.026,NA,4,14,5,3,31,36,
2012-05-25,Forsa,2500,0.018,NA,5,13,6,5,27,32,
2012-05-30,Emnid,2297,0.019,NA,5,12,6,4,29,33,
2012-06-01,Forsa,2000,0.021,NA,4,14,6,5,27,33,
2012-06-05,Emnid,2308,0.019,NA,5,13,6,4,30,32,
2012-06-08,Forsa,2504,0.018,NA,5,14,7,5,27,32,
2012-06-13,Emnid,3167,0.016,NA,6,12,7,4,29,33,
2012-06-14,"FG Wahlen",1232,0.026,NA,5,13,5,4,32,34,
2012-06-15,Forsa,2501,0.018,NA,5,13,7,5,27,33,
2012-06-15,Allensbach,1617,0.023,NA,5.5,15.5,5,4.5,28,34,
2012-06-20,Emnid,2740,0.018,NA,5,13,6,3,30,34,
2012-06-22,Forsa,2501,0.019,NA,4,13,7,5,27,34,
2012-06-27,Emnid,2261,0.02,NA,5,13,6,3,31,34,
2012-06-29,Forsa,2506,0.019,NA,3,12,7,6,27,36,
2012-07-04,Emnid,3256,0.016,NA,5,14,6,3,29,34,
2012-07-06,Forsa,2503,0.019,NA,4,13,7,5,26,36,
2012-07-11,Emnid,2305,0.019,NA,5,13,7,3,29,34,
2012-07-12,"FG Wahlen",1255,0.027,NA,4,13,6,4,30,36,
2012-07-12,Allensbach,1615,0.023,NA,6,14,6,4.5,27,36,
2012-07-13,Forsa,2501,0.019,NA,4,13,6,5,26,36,
2012-07-18,Emnid,2310,0.019,NA,5,13,6,4,29,35,
2012-07-20,Forsa,2502,0.019,NA,4,12,7,5,27,36,
2012-07-25,Emnid,2333,0.019,NA,4,12,7,4,29,36,
2012-07-27,Forsa,2501,0.019,NA,5,12,6,5,27,36,
2012-08-01,Emnid,1847,0.022,NA,5,13,7,3,29,36,
2012-08-03,Forsa,2503,0.019,NA,5,13,6,5,26,36,
2012-08-08,Emnid,1873,0.022,NA,4,14,7,3,28,36,
2012-08-10,Forsa,2501,0.019,NA,4,13,7,5,26,36,
2012-08-13,Allensbach,1642,0.023,NA,5.5,15,6,4,28,35,
2012-08-15,Emnid,2816,0.018,NA,5,13,7,3,29,35,
2012-08-17,Forsa,2503,0.019,NA,5,13,8,4,27,36,
2012-08-22,Emnid,2792,0.018,NA,4,14,7,4,28,36,
2012-08-23,"FG Wahlen",1154,0.028,NA,5,12,6,5,29,37,
2012-08-24,Forsa,2506,0.019,NA,5,12,7,4,26,39,
2012-08-29,Emnid,2311,0.02,NA,5,13,7,4,28,36,
2012-08-31,Forsa,2505,0.019,NA,4,13,7,4,26,39,
2012-09-05,Emnid,1840,0.022,NA,4,14,7,4,28,36,
2012-09-07,Forsa,2502,0.019,NA,4,13,8,4,26,39,
2012-09-12,Emnid,2288,0.02,NA,4,14,7,4,26,38,
2012-09-13,"FG Wahlen",1198,0.027,NA,4,13,6,5,30,36,
2012-09-14,Forsa,2502,0.019,NA,5,12,8,5,26,38,
2012-09-17,Allensbach,1558,0.024,NA,5.5,14,6.5,4.5,30,34,
2012-09-19,Emnid,1834,0.022,NA,5,13,8,4,27,37,
2012-09-21,Forsa,2503,0.019,NA,4,12,8,5,26,38,
2012-09-26,Emnid,2284,0.02,NA,5,13,8,4,27,37,
2012-09-27,Forsa,2009,0.021,NA,4,12,8,5,27,37,
2012-09-27,"FG Wahlen",1187,0.028,NA,4,13,6,4,29,38,
2012-09-28,Forsa,1000,0.03,NA,4,12,8,5,29,35,
2012-10-02,Emnid,1820,0.022,NA,5,12,8,4,28,37,
2012-10-05,Forsa,2004,0.021,NA,4,12,7,5,30,36,
2012-10-10,"FG Wahlen",1225,0.027,NA,4,12,6,4,31,38,
2012-10-10,Emnid,2803,0.018,NA,4,11,8,4,30,38,
2012-10-12,Forsa,2500,0.019,NA,4,11,8,6,29,37,
2012-10-12,Allensbach,1636,0.023,NA,4.5,14,6,4,31,35.5,
2012-10-17,Emnid,3257,0.017,NA,4,12,7,4,29,38,
2012-10-19,Forsa,2503,0.019,NA,3,12,9,6,27,38,
2012-10-24,Emnid,2785,0.018,NA,4,12,8,4,29,38,
2012-10-25,"FG Wahlen",1286,0.027,NA,4,13,6,5,29,39,
2012-10-26,Forsa,2506,0.019,NA,3,15,8,5,26,38,
2012-10-30,Emnid,2352,0.02,NA,4,13,8,4,29,38,
2012-11-02,Forsa,2503,0.019,NA,3,15,8,6,26,37,
2012-11-07,Emnid,1861,0.022,NA,4,12,7,4,30,38,
2012-11-08,Allensbach,1606,0.024,NA,4,12.5,6.5,4.5,31,37.5,
2012-11-09,Forsa,2500,0.019,NA,4,14,8,5,26,39,
2012-11-14,Emnid,2805,0.018,NA,4,13,7,4,28,39,
2012-11-15,"FG Wahlen",1262,0.027,NA,4,13,6,4,30,39,
2012-11-16,Forsa,2506,0.019,NA,4,16,8,5,26,36,
2012-11-21,Emnid,2815,0.018,NA,4,15,7,3,29,38,
2012-11-23,Forsa,2504,0.019,NA,4,16,8,5,26,37,
2012-11-28,Emnid,2742,0.018,NA,4,14,8,4,28,38,
2012-11-29,"FG Wahlen",1288,0.027,NA,4,14,7,4,29,38,
2012-11-30,Forsa,2504,0.019,NA,4,16,7,6,26,37,
2012-12-05,Emnid,2716,0.018,NA,4,14,7,4,28,40,
2012-12-07,Forsa,2505,0.019,NA,4,14,8,5,27,38,
2012-12-12,Emnid,3203,0.017,NA,4,14,7,3,28,40,
2012-12-13,"FG Wahlen",1280,0.027,NA,4,13,7,3,30,40,
2012-12-13,Allensbach,1611,0.024,NA,4.5,14,6.5,4,30,37.5,
2012-12-14,Forsa,2503,0.019,NA,5,14,8,5,27,38,
2012-12-19,Emnid,2765,0.018,NA,4,13,8,3,28,40,
2012-12-21,Forsa,2500,0.019,NA,4,13,8,4,27,41,
2012-12-30,Forsa,2003,0.021,NA,3,14,8,5,27,35,
2013-01-02,Emnid,1876,0.022,NA,4,14,8,3,27,40,
2013-01-04,Forsa,1503,0.025,NA,2,15,9,4,25,42,
2013-01-09,Emnid,2361,0.02,NA,3,14,8,4,26,41,
2013-01-10,"FG Wahlen",1358,0.026,NA,4,13,6,4,28,42,
2013-01-11,Forsa,2507,0.019,NA,3,14,8,5,23,43,
2013-01-16,Emnid,1864,0.022,NA,4,13,7,4,25,43,
2013-01-18,Forsa,2506,0.019,NA,4,14,8,5,23,42,
2013-01-18,Allensbach,1653,0.024,NA,5,14,7,4,28,39,
2013-01-23,Emnid,1868,0.022,NA,4,13,7,4,27,41,
2013-01-24,"FG Wahlen",1249,0.027,NA,4,13,6,4,29,41,
2013-01-25,Forsa,2504,0.019,NA,4,15,8,5,25,40,
2013-01-30,Emnid,1862,0.022,NA,4,14,7,3,27,41,
2013-02-01,Forsa,2500,0.019,NA,4,15,7,5,25,41,
2013-02-06,Emnid,2338,0.02,NA,4,15,7,3,27,40,
2013-02-08,Forsa,2505,0.019,NA,3,14,7,5,25,43,
2013-02-13,Emnid,2052,0.021,NA,4,15,6,4,27,41,
2013-02-14,Allensbach,NA,NA,NA,6,15,6.5,3.5,27,39,
2013-02-15,Forsa,2502,0.019,NA,3,15,7,5,24,43,
2013-02-20,Emnid,2513,0.019,NA,4,14,7,3,27,41,
2013-02-21,"FG Wahlen",1298,0.027,NA,4,14,6,4,30,40,
2013-02-22,Forsa,2501,0.019,NA,4,16,8,5,25,40,
2013-02-27,Emnid,1850,0.022,NA,5,15,7,3,27,40,
2013-03-01,Forsa,2506,0.019,NA,4,15,8,5,25,40,
2013-03-06,Emnid,2500,0.019,NA,4,15,8,3,27,40,
2013-03-07,"FG Wahlen",1345,0.026,NA,4,14,7,6,28,41,
2013-03-08,Forsa,2501,0.019,NA,4,16,8,5,24,40,
2013-03-13,Emnid,2768,0.018,NA,4,16,8,2,28,39,
2013-03-14,Allensbach,NA,NA,NA,6,15.5,6,4,26.5,39.5,
2013-03-15,Forsa,2501,0.019,NA,6,15,7,5,24,40,
2013-03-20,Emnid,2515,0.019,NA,5,15,7,3,27,40,
2013-03-21,"FG Wahlen",1296,0.027,NA,4,14,7,3,29,40,
2013-03-22,Forsa,2506,0.019,NA,5,14,8,5,24,41,
2013-03-27,Emnid,1958,0.022,NA,5,15,7,5,26,39,
2013-03-28,Forsa,2004,0.021,NA,5,15,8,5,24,40,
2013-04-03,Emnid,1416,0.025,NA,5,15,8,4,26,39,
2013-04-05,Forsa,2002,0.022,NA,6,14,9,4,23,41,
2013-04-10,Emnid,1848,0.022,NA,5,14,8,3,26,41,
2013-04-11,"FG Wahlen",1302,0.027,NA,4,14,6,7,27,42,
2013-04-12,Forsa,2508,0.019,NA,5,15,8,5,22,42,
2013-04-12,Allensbach,1548,0.024,NA,5,15,7,3.5,28,38.5,
2013-04-17,Emnid,2410,0.019,NA,5,14,8,4,26,39,
2013-04-19,Forsa,2504,0.019,NA,5,14,7,4,23,42,2
2013-04-24,Emnid,2440,0.019,NA,4,14,7,3,27,40,2
2013-04-25,"FG Wahlen",1231,0.027,NA,4,14,6,5,28,40,3
2013-04-26,Forsa,2502,0.019,NA,5,14,8,5,23,39,3
2013-04-30,Emnid,2282,0.02,NA,5,15,7,3,27,37,2
2013-04-30,Allensbach,NA,NA,NA,5.5,15,6,2.5,26,38.5,3.5
2013-05-02,Forsa,2000,0.021,NA,4,15,8,5,24,39,3
2013-05-07,Emnid,2362,0.02,NA,4,15,8,3,26,38,2
2013-05-10,Forsa,2001,0.021,NA,4,14,9,5,23,40,2
2013-05-15,Emnid,2003,0.021,NA,4,15,7,2,26,39,3
2013-05-16,"FG Wahlen",1244,0.027,NA,4,13,6,4,29,41,3
2013-05-17,Forsa,2503,0.019,NA,4,13,8,4,24,41,3
2013-05-17,Allensbach,1503,0.025,NA,6,13,6,3,27,39,3.5
2013-05-22,Emnid,1568,0.024,NA,4,13,7,3,27,40,2
2013-05-24,Forsa,2001,0.021,NA,4,14,8,4,24,40,3
2013-05-28,Emnid,1866,0.022,NA,5,14,7,2,26,40,2
2013-05-31,Forsa,2508,0.019,NA,4,13,8,4,24,41,3
2013-06-05,Emnid,1951,0.022,NA,4,13,7,3,26,41,3
2013-06-06,"FG Wahlen",1275,0.027,NA,4,13,6,4,28,42,3
2013-06-07,Forsa,2501,0.019,NA,5,13,9,5,24,40,2
2013-06-12,Emnid,2727,0.018,NA,5,13,8,3,25,41,2
2013-06-14,Allensbach,1490,0.025,NA,6,14,7,4,26,38,3
2013-06-15,Forsa,2501,0.019,NA,6,15,8,5,22,40,2
2013-06-19,Emnid,2755,0.018,NA,4,14,8,3,25,41,2
2013-06-21,Forsa,2502,0.019,NA,5,15,8,5,22,41,2
2013-06-26,Emnid,1840,0.022,NA,5,13,7,4,25,41,2
2013-06-27,"FG Wahlen",1276,0.027,NA,4,13,6,5,26,43,3
2013-06-28,Forsa,2501,0.019,NA,5,14,9,5,22,41,2
2013-07-03,Emnid,1956,0.022,NA,4,12,8,3,26,42,2
2013-07-05,Forsa,2503,0.019,NA,5,15,9,4,22,41,2
2013-07-10,Emnid,1838,0.022,NA,5,12,7,4,26,41,1
2013-07-11,"FG Wahlen",1338,0.026,NA,5,13,7,5,26,41,3
2013-07-11,Allensbach,1583,0.024,NA,6.5,12.5,6,4,25.5,40,3.5
2013-07-13,Forsa,2502,0.019,NA,5,14,8,5,23,41,2
2013-07-17,Emnid,1854,0.022,NA,6,13,8,3,25,40,2
2013-07-19,Forsa,2500,0.019,NA,5,12,9,5,22,41,2
2013-07-24,Emnid,2321,0.02,NA,5,13,8,3,25,40,3
2013-07-26,Forsa,2501,0.019,NA,5,13,8,6,22,41,2
2013-07-31,Emnid,2770,0.018,NA,5,13,8,4,25,40,2
2013-08-01,"FG Wahlen",1340,0.026,NA,5,14,7,7,27,40,
2013-08-05,Forsa,3003,0.018,NA,5,14,7,5,23,40,3
2013-08-07,Emnid,1875,0.022,NA,5,13,8,3,25,41,2
2013-08-12,Forsa,2500,0.019,NA,5,13,8,5,23,40,3
2013-08-14,Emnid,1883,0.022,NA,6,12,8,5,24,40,1
2013-08-15,"FG Wahlen",1316,0.027,NA,5,13,8,5,25,41,
2013-08-15,Allensbach,1553,0.024,NA,7,13.5,7,4,24.5,39,3
2013-08-19,Forsa,2502,0.019,NA,6,13,8,5,22,41,2
2013-08-21,Emnid,2755,0.018,NA,5,12,8,4,25,40,3
2013-08-22,"FG Wahlen",1287,0.027,NA,6,13,8,7,25,41,
2013-08-26,Forsa,2501,0.019,NA,5,11,10,5,22,41,3
2013-08-28,"FG Wahlen",1358,0.026,NA,6,12,7,5,26,41,3
2013-08-28,Emnid,1851,0.022,NA,6,11,10,5,23,39,3
2013-08-31,Allensbach,1548,0.024,NA,6,12.5,7.5,3.5,25,40,3
2013-09-02,Forsa,2502,0.019,NA,5,11,9,5,23,40,4
2013-09-04,"FG Wahlen",1296,0.027,NA,6,10,8,6,26,41,3
2013-09-04,Emnid,1376,0.026,NA,5,11,9,4,25,40,3
2013-09-09,Forsa,2500,0.019,NA,6,9,10,5,25,39,3
2013-09-11,Emnid,1840,0.022,NA,5,10,9,4,26,39,4
2013-09-12,"FG Wahlen",1298,0.027,NA,6,11,8,5,26,40,4
2013-09-13,Allensbach,1269,0.027,NA,6,11,9,3.5,26,39,3.5
2013-09-16,Forsa,2502,0.019,NA,5,9,10,6,25,39,3
2013-09-19,Forsa,1995,0.021,NA,5,10,9,4,26,40,4
2013-09-19,"FG Wahlen",1369,0.026,NA,5.5,9,8.5,6,27,40,4
2013-09-19,Allensbach,1070,0.029,NA,5.5,9,9,3.5,27,39.5,4.5
2013-09-20,Emnid,2047,0.021,NA,6,9,9,7,26,39,4
2013-09-26,"FG Wahlen",1293,0.027,NA,3,7,10,6,26,43,5
2013-09-26,Emnid,1382,0.026,NA,3,7,9,6,26,43,6
2013-09-27,Forsa,2499,0.019,NA,4,8,9,7,25,42,5
2013-10-01,Emnid,1849,0.022,NA,4,8,9,6,25,42,6
2013-10-04,Forsa,2000,0.022,NA,3,8,8,6,24,45,6
2013-10-09,"INSA YouGov",2030,0.022,NA,4,9,9,2,25,43,5
2013-10-09,"Infratest dimap",1503,0.025,NA,3,8,9,8,26,42,5
2013-10-09,Emnid,1833,0.023,NA,3,9,10,5,25,42,6
2013-10-11,Forsa,2501,0.019,NA,4,8,8,6,24,44,6
2013-10-14,"INSA YouGov",1998,0.022,NA,4,9,9,4,26,42,6
2013-10-14,GMS,1010,0.03,NA,3,9,9,4,25,42,6
2013-10-16,Emnid,2334,0.02,NA,3,9,10,6,25,42,5
2013-10-16,Allensbach,NA,NA,NA,5,9,9,6,25,41,6
2013-10-17,"FG Wahlen",1183,0.028,NA,3,8,10,3,26,42,5
2013-10-18,Forsa,2500,0.019,NA,4,8,9,6,25,43,5
2013-10-21,"INSA YouGov",2117,0.021,NA,4,10,9,5,26,43,4
2013-10-23,"Infratest dimap",1028,0.03,NA,4,9,9,6,27,40,5
2013-10-23,Emnid,3219,0.017,NA,3,10,9,6,26,41,5
2013-10-25,Forsa,2501,0.019,NA,4,9,9,7,24,42,5
2013-10-28,"INSA YouGov",2097,0.021,NA,4,10,9,5,27,42,5
2013-10-30,Emnid,2768,0.018,NA,3,9,9,7,25,42,5
2013-11-01,Forsa,2500,0.019,NA,3,9,9,7,25,42,5
2013-11-04,"INSA YouGov",2086,0.021,NA,4,11,9,5,26,42,4
2013-11-06,"Infratest dimap",1520,0.025,NA,3,10,9,6,26,42,4
2013-11-06,Emnid,2296,0.02,NA,3,10,9,6,26,41,5
2013-11-07,"FG Wahlen",1288,0.027,NA,3,9,9,6,26,42,5
2013-11-08,Forsa,2501,0.019,NA,4,9,10,7,24,41,5
2013-11-11,"INSA YouGov",2099,0.021,NA,4,11,9,5,25,42,5
2013-11-13,Emnid,2765,0.018,NA,3,10,9,7,25,41,5
2013-11-15,Forsa,2501,0.019,NA,4,10,10,6,24,41,5
2013-11-18,"INSA YouGov",2093,0.021,NA,4,10,10,6,25,41,5
2013-11-18,GMS,1009,0.03,NA,4,9,9,3,25,41,5
2013-11-20,"Infratest dimap",1006,0.03,NA,3,10,9,7,25,42,4
2013-11-20,Emnid,2204,0.021,NA,3,10,9,6,25,42,5
2013-11-21,Allensbach,NA,NA,NA,4,10,10,5,27,40,5
2013-11-22,Forsa,2500,0.019,NA,3,9,10,5,23,42,5
2013-11-25,"INSA YouGov",2095,0.021,NA,4,11,9,7,26,41,4
2013-11-27,Emnid,2389,0.02,NA,4,9,9,6,26,41,5
2013-11-28,"FG Wahlen",1270,0.027,NA,3,8,10,6,26,42,5
2013-11-29,Forsa,2507,0.019,NA,3,10,10,7,23,42,5
2013-12-02,"INSA YouGov",2093,0.021,NA,4,11,10,6,24,43,4
2013-12-04,"Infratest dimap",1523,0.025,NA,3,10,9,6,25,43,4
2013-12-04,Emnid,2291,0.02,NA,3,9,9,6,26,42,5
2013-12-06,Forsa,2504,0.019,NA,3,9,10,6,24,43,5
2013-12-09,"INSA YouGov",2090,0.021,NA,4,10,10,5,25,42,5
2013-12-09,GMS,1004,0.031,NA,3,10,9,4,25,43,4
2013-12-11,Emnid,1901,0.022,NA,4,9,9,6,25,42,5
2013-12-12,"FG Wahlen",1255,0.027,NA,4,9,10,6,25,42,4
2013-12-12,Allensbach,NA,NA,NA,4,11,9,5,26,42,5
2013-12-13,Forsa,2505,0.019,NA,4,9,10,6,24,42,5
2013-12-16,"INSA YouGov",2100,0.021,NA,4,9,9,5,27,42,4
2013-12-18,"Infratest dimap",1000,0.031,NA,4,9,8,6,27,42,4
2013-12-18,Emnid,2346,0.02,NA,4,9,9,7,25,41,5
2013-12-20,Forsa,2508,0.019,NA,5,10,10,5,24,42,4
2014-01-03,Forsa,1003,0.03,NA,5,10,10,6,23,41,5
2014-01-06,"INSA YouGov",2067,0.021,NA,4,9,10,6,25,42,5
2014-01-08,"Infratest dimap",1559,0.024,NA,4,9,8,7,27,41,4
2014-01-08,Emnid,1402,0.026,NA,4,9,9,6,25,42,5
2014-01-10,Forsa,2503,0.019,NA,5,10,10,7,23,40,5
2014-01-13,"INSA YouGov",2083,0.021,NA,4,10,10,6,26,41,4
2014-01-15,Emnid,2305,0.02,NA,4,8,10,6,26,41,5
2014-01-16,"FG Wahlen",1237,0.028,NA,4,9,10,6,24,43,4
2014-01-17,Forsa,2502,0.019,NA,5,10,10,7,23,41,4
2014-01-20,"INSA YouGov",2096,0.021,NA,5,10,9,6,26,41,4
2014-01-20,GMS,1007,0.03,NA,4,9,9,5,25,42,4
2014-01-22,Emnid,2772,0.018,NA,5,9,9,6,26,41,4
2014-01-23,Allensbach,NA,NA,NA,5,10,9,6,26,40,5
2014-01-24,Forsa,2503,0.019,NA,4,11,9,7,23,42,4
2014-01-27,"INSA YouGov",2079,0.021,NA,5,10,9,4,27,41,4
2014-01-29,"Infratest dimap",1014,0.03,NA,4,9,8,6,27,42,4
2014-01-29,Emnid,2295,0.02,NA,4,9,10,6,25,42,4
2014-01-30,"FG Wahlen",1208,0.028,NA,4,10,9,5,25,43,4
2014-01-31,Forsa,2501,0.019,NA,4,10,9,7,24,42,4
2014-02-03,"INSA YouGov",2110,0.021,NA,4,10,9,4,25,42,5
2014-02-05,"Infratest dimap",1536,0.025,NA,4,9,9,5,27,41,5
2014-02-05,Emnid,2301,0.02,NA,4,10,9,6,25,42,4
2014-02-07,Forsa,2502,0.019,NA,4,10,10,7,24,41,4
2014-02-10,"INSA YouGov",2102,0.021,NA,4,9,10,4,26,41,5
2014-02-12,Emnid,2388,0.02,NA,4,11,10,5,24,41,5
2014-02-13,Allensbach,NA,NA,NA,4,11,9,5,27,40,5
2014-02-14,Forsa,2502,0.019,NA,4,10,10,7,24,40,5
2014-02-17,"INSA YouGov",2080,0.021,NA,4,10,10,3,25,41,5
2014-02-19,Emnid,2421,0.02,NA,4,10,10,6,24,41,5
2014-02-20,"FG Wahlen",1219,0.028,NA,4,10,10,5,24,43,4
2014-02-21,Forsa,2502,0.019,NA,5,10,10,7,22,41,5
2014-02-24,"INSA YouGov",2100,0.021,NA,4,10,9,3,26,41,6
2014-02-24,GMS,1005,0.03,NA,4,11,9,3,24,41,5
2014-02-26,"Infratest dimap",1026,0.03,NA,4,10,9,6,26,40,5
2014-02-26,Emnid,2763,0.018,NA,4,10,10,7,24,40,5
2014-02-28,Forsa,2500,0.019,NA,4,10,11,7,22,40,6
2014-03-03,"INSA YouGov",2043,0.021,NA,4,11,10,3,25,41,5
2014-03-05,"Infratest dimap",1515,0.025,NA,4,11,9,6,24,42,4
2014-03-05,Emnid,2304,0.02,NA,3,10,10,7,23,42,5
2014-03-07,Forsa,2503,0.019,NA,4,9,10,7,23,42,5
2014-03-10,"INSA YouGov",2085,0.021,NA,4,10,9,4,26,41,6
2014-03-12,Emnid,2780,0.018,NA,4,11,10,5,24,41,5
2014-03-13,"FG Wahlen",1284,0.027,NA,4,10,10,6,25,41,4
2014-03-13,Allensbach,NA,NA,NA,5,10,9,6,25,41,5
2014-03-14,Forsa,2500,0.019,NA,4,9,10,7,23,42,5
2014-03-17,"INSA YouGov",2102,0.021,NA,4,10,10,4,25,41,5
2014-03-17,GMS,1006,0.03,NA,4,11,10,3,24,41,5
2014-03-19,Emnid,2762,0.018,NA,3,10,10,6,25,41,5
2014-03-21,Forsa,2502,0.019,NA,4,10,10,7,23,41,5
2014-03-24,"INSA YouGov",2088,0.021,NA,4,10,10,3,25,41,5
2014-03-26,"Infratest dimap",1000,0.03,NA,4,10,8,7,25,41,5
2014-03-26,Emnid,2380,0.02,NA,3,11,10,5,25,41,5
2014-03-27,"FG Wahlen",1255,0.027,NA,3,10,10,6,25,41,5
2014-03-28,Forsa,2501,0.019,NA,4,9,10,6,23,42,6
2014-03-31,"INSA YouGov",2087,0.021,NA,3,11,9,5,25,41,5
2014-04-02,"Infratest dimap",1506,0.025,NA,4,10,9,5,26,41,5
2014-04-02,Emnid,2271,0.02,NA,3,10,10,6,24,41,6
2014-04-04,Forsa,2502,0.019,NA,4,10,10,6,23,42,5
2014-04-07,"INSA YouGov",2085,0.021,NA,4,10,10,3,24,41,6
2014-04-09,Emnid,2327,0.02,NA,4,9,10,6,23,42,6
2014-04-10,"FG Wahlen",1226,0.028,NA,4,10,10,6,25,41,4
2014-04-10,Allensbach,1571,0.024,NA,5,11,8,5,27,40,5
2014-04-11,Forsa,2501,0.019,NA,4,10,10,6,23,41,6
2014-04-14,"INSA YouGov",2080,0.021,NA,5,10,10,4,24,41,6
2014-04-15,GMS,1008,0.03,NA,4,10,10,2,24,41,6
2014-04-16,Emnid,2313,0.02,NA,4,10,9,6,25,40,6
2014-04-17,Forsa,2002,0.022,NA,4,10,10,6,24,41,5
2014-04-21,"INSA YouGov",2089,0.021,NA,5,11,9,4,25,41,5
2014-04-23,"Infratest dimap",1008,0.03,NA,4,10,10,5,25,41,5
2014-04-23,Emnid,1859,0.022,NA,4,10,10,6,24,41,5
2014-04-25,Forsa,2002,0.022,NA,4,10,9,6,24,41,6
2014-04-28,"INSA YouGov",2093,0.021,NA,5,10,9,4,24,42,6
2014-04-29,"Infratest dimap",1600,0.024,NA,4,10,9,6,26,40,5
2014-04-29,Emnid,2203,0.02,NA,4,10,10,6,25,40,5
2014-05-02,Forsa,2001,0.022,NA,4,10,10,7,23,41,5
2014-05-05,"INSA YouGov",2082,0.021,NA,3,11,9,4,25,41,5
2014-05-07,Emnid,2306,0.02,NA,4,11,9,6,25,40,5
2014-05-08,"FG Wahlen",1223,0.027,NA,4,11,10,6,25,40,4
2014-05-09,Forsa,2504,0.019,NA,4,10,10,6,24,40,6
2014-05-09,Allensbach,NA,NA,NA,5,11,8,6,26,40,6
2014-05-12,"INSA YouGov",2033,0.021,NA,4,11,10,4,24,40,6
2014-05-12,GMS,1005,0.03,NA,4,11,9,3,25,41,5
2014-05-14,"Infratest dimap",1500,0.025,NA,4,11,9,5,26,39,6
2014-05-14,Emnid,2791,0.018,NA,5,10,10,5,25,39,6
2014-05-16,Forsa,2501,0.019,NA,4,10,10,6,24,40,6
2014-05-19,"INSA YouGov",2009,0.021,NA,4,10,9,5,25,40,5
2014-05-21,Emnid,2312,0.02,NA,5,10,10,6,24,39,6
2014-05-23,Forsa,2503,0.019,NA,4,10,10,5,25,40,6
2014-05-26,"INSA YouGov",2009,0.021,NA,4,10,9,4,26,39,6
2014-05-27,Emnid,2311,0.02,NA,4,10,10,6,25,39,6
2014-05-30,Forsa,2002,0.021,NA,4,10,10,7,23,38,8
2014-06-02,"INSA YouGov",2014,0.021,NA,4,11,9,4,26,38,6
2014-06-04,"Infratest dimap",1504,0.025,NA,4,11,9,5,26,38,7
